Trade Date,Open (Rs.),High (Rs.),Low (Rs.),Close (Rs.),TradeVolume,ShareVolume,Turnover (Rs.)
9/17/13,620.2,620.2,620,620.1,3,18,11161.4
9/16/13,620.4,620.4,620.4,620.4,1,1,620.4
9/13/13,620.1,639,620,639,3,125,77519.1
9/11/13,630,630,630,630,4,30,18900
9/10/13,630,630,630,630,1,20,12600
9/9/13,604,604,600.1,602.5,6,65,39160.9
9/6/13,605,633,605,606.1,10,281,174681.1
9/5/13,606,606.5,605,605.7,12,146,88437
9/4/13,636.1,636.1,602,613.1,6,91,56159.2
9/3/13,636,649,636,636.1,5,16,10358.1
9/2/13,645,645,645,645,6,123,79335
8/30/13,645,645,630.1,637.6,2,2,1275.1
8/29/13,630,630,630,630,1,1,630
8/28/13,640,640,640,640,2,14,8960
8/27/13,635,635,635,635,1,1,635
8/26/13,635,636,635,636,3,8,5087
8/23/13,638,649.9,638,649.8,10,202,131236.1
8/22/13,645,645,645,645,1,1,645
8/19/13,640,648.3,640,644.9,4,68,43603.7
8/16/13,640,650,640,640,15,2191,1420511.5
8/15/13,640,640,640,640,1,1,640
8/14/13,640,640,640,640,1,1,640
8/13/13,630,649.3,630,649.3,5,5,3169.3
8/12/13,625.1,630,625.1,630,5,15,9397.1
8/6/13,649.8,650,620.1,620.2,12,325,204533.4
8/5/13,639.5,648,639.5,642.3,11,322,207714.5
8/2/13,645,645,640,640,2,240,153800
8/1/13,625,645,600.1,637.7,15,194,123915.4
7/31/13,645,645,645,645,1,1,645
7/30/13,650,650,645,645,3,60,38800
7/29/13,658,658,642.1,645.3,5,251,161993.7
7/26/13,658,658,649,649.5,4,12,7802.9
7/25/13,658,658,658,658,1,1,658
7/24/13,648,648,642,642.5,8,517,334446.6
7/23/13,655,655,654.9,654.9,5,9,5894.6
7/19/13,658,658,650,650,9,49,31893
7/18/13,655,655,649.1,649.4,7,50,32479.4
7/17/13,660,660,658,658,5,5,3298
7/16/13,656,656,640,640.3,26,1536,987129.2
7/15/13,660,660,650,652,3,500,326000
7/12/13,650.5,650.5,650,650,10,3791,2464151.5
7/11/13,650,651,650,650,6,1167,758554
7/10/13,650,650,650,650,2,3,1950
7/9/13,649.1,650,649.1,649.9,6,33,21445.6
7/8/13,650,650,650,650,1,30,19500
7/5/13,650,650,650,650,5,37,24050
7/4/13,650,650,650,650,2,20,13000
7/3/13,650,650,650,650,1,1,650
7/2/13,650,650,650,650,4,13,8450
6/28/13,650,650,650,650,2,54,35100
6/27/13,649,650,649,650,7,3107,2019479
6/21/13,648.8,648.8,644,648.3,6,111,71964
6/20/13,648.8,648.8,648.8,648.8,1,2,1297.6
6/19/13,650,650,649,649,4,93,60449
6/14/13,657,660,649,649,7,906,595243
6/13/13,650,650.1,650,650,10,352,228800.4
6/12/13,650,650,650,650,3,502,326300
6/11/13,660,660,650,650,3,91,59560
6/10/13,660,660,653.1,656.9,6,100,65686.8
6/5/13,680,680,661,661,6,714,485482
6/4/13,680,680,679.9,679.9,2,2,1359.9
6/3/13,680,680,680,680,2,50,34000
5/31/13,659.2,659.2,659.2,659.2,6,100,65920
5/30/13,677.3,677.3,650,659.2,11,310,205260
5/29/13,674.9,679,670,677.3,12,639,431875
5/28/13,674.9,674.9,674.9,674.9,1,1,674.9
5/27/13,676.3,676.3,675,675,2,200,135130
5/20/13,659,680,659,670.3,16,2724,1825770
5/17/13,652,652,650,650.2,14,932,605995.6
5/15/13,650.8,650.8,650.8,650.8,1,1,650.8
5/14/13,650,665,650,665,2,105,68325
5/13/13,655,655,650.7,651,9,695,454394.9
5/10/13,650,660,650,656.1,26,3689,2424214.7
5/9/13,651,660,651,651,4,122,79440
5/8/13,660,660,660,660,2,1014,669240
5/7/13,660,660,660,660,4,52,34320
5/3/13,650,650,648.1,649.4,2,30,19481
4/30/13,650,650,650,650,3,28,18200
4/29/13,650,650.1,650,650,8,350,227501
4/26/13,648,650,648,650,6,36,23336
4/24/13,648,650,648,649.7,2,35,22740
4/22/13,650,650,650,650,3,14,9100
4/16/13,674.6,674.6,645,664.7,12,600,398843
4/11/13,650,650,650,650,4,1001,650650
4/10/13,650,650,650,650,11,249,161850
4/9/13,650,650,647.5,648.7,3,93,60325
4/8/13,650,650,646,648,6,82,53174
4/5/13,650,650,647.5,650,4,206,133897.5
4/4/13,646.1,650,646.1,648.2,7,40,25927
4/3/13,650,650,648,648,3,31,20130
4/2/13,650,650,650,650,6,961,624650
4/1/13,650,650,650,650,1,100,65000
3/27/13,652.1,652.1,650.1,651.1,2,2,1302.2
3/25/13,655,655,655,655,1,50,32750
3/21/13,659.9,659.9,659.9,659.9,1,10,6599
3/20/13,650,650,650,650,3,70,45500
3/18/13,658.9,658.9,658.9,658.9,2,2,1317.8
3/14/13,659.9,659.9,641,643.9,7,100,65191.2
3/13/13,652,652,651,651,6,2000,1302050
3/12/13,659.9,659.9,659.9,659.9,2,11,7258.9
3/11/13,659.6,659.6,655,655,4,102,66862
3/8/13,659.7,659.7,659.7,659.7,1,10,6597
3/7/13,659.9,659.9,659.8,659.8,3,8,5279
3/6/13,659,659.9,659,659.9,3,105,69285
3/5/13,650,650,650,650,2,20,13000
3/1/13,660,660,660,660,3,12,7920
2/28/13,645.2,645.2,645.2,645.2,2,9,5806.8
2/27/13,647,647,645.2,646.1,2,2,1292.2
2/26/13,648,650,645,645.1,5,737,478809.5
2/22/13,645.1,650,642.2,650,7,548,352389.1
2/21/13,650,650,650,650,1,10,6500
2/20/13,650,650,650,650,1,50,32500
2/19/13,650,650,650,650,1,5,3250
2/18/13,665.9,665.9,641.1,642,4,105,67430.3
2/15/13,667.5,667.5,650,651.1,6,320,209983
2/14/13,650,650,640.6,650,17,1305,845810.3
2/13/13,650,650,650,650,1,5,3250
2/12/13,653,653,649.9,650,27,2671,1736246
2/11/13,650,650,650,650,1,25,16250
2/8/13,655,655,650,651.4,3,28,18240
2/7/13,650,650,650,650,1,1,650
2/6/13,650,650,650,650,1,11,7150
2/5/13,650,650,650,650,2,101,65650
2/1/13,650,665,650,665,4,208,136700
1/31/13,667,667,660,660,3,7,4646
1/30/13,650,650,650,650,1,30,19500
1/29/13,650,650,650,650,2,16,10400
1/28/13,650,650,650,650,1,10,6500
1/24/13,651.1,651.1,650,650,12,1360,885087
1/23/13,660,660,659.9,660,4,112,73919.9
1/22/13,675.1,675.1,649,651,55,1900,1238660.6
1/21/13,674,690,674,690,4,225,153275
1/18/13,671,671,671,671,3,40,26840
1/15/13,670.1,700,670.1,700,2,3,2070.1
1/11/13,662,700,662,699.8,9,2849,1992827.5
1/10/13,699.5,699.5,699.5,699.5,1,1,699.5
1/9/13,655,675,655,675,3,125,83875
1/8/13,651,670,651,662.4,3,15,9936
1/4/13,652,670,652,670,8,86,57602
1/2/13,665,665,665,665,2,21,13965
12/31/12,665,665,665,665,3,26,17290
12/28/12,660,665,660,663.6,4,70,46449.9
12/26/12,660,660,660,660,3,10,6600
12/24/12,655,655,655,655,1,2,1310
12/21/12,665,665,642,664.2,3,30,19927
12/20/12,659.9,660,659.9,660,2,3,1979.9
12/19/12,654.9,654.9,654.9,654.9,3,4,2619.6
12/18/12,654.9,654.9,654.9,654.9,1,1,654.9
12/17/12,635,635,635,635,1,2,1270
12/14/12,640,640,630,632.6,9,102,64896.5
12/13/12,650,650,650,650,1,5,3250
12/12/12,650,650,650,650,5,193,125450
12/11/12,650,650,650,650,2,105,68250
12/10/12,651,651,648,648,4,157,101952
12/7/12,670,670,670,670,1,2,1340
12/6/12,653.1,655,653.1,654.8,7,349,228488
12/5/12,655.1,655.1,655,655.1,3,206,134945.6
12/4/12,675,675,652.2,655,2,33,21613.8
11/30/12,650,660,642.1,654.7,29,522,340848.3
11/28/12,650,650,642,642,3,15,9670.1
11/23/12,640.1,640.1,640.1,640.1,1,1,640.1
11/20/12,640.1,645,640.1,645,2,110,70460
11/19/12,650,650,649.9,649.9,2,30,19498
11/16/12,650,650,650,650,18,1505,978250
11/12/12,649.9,650,649.9,650,7,331,215149
11/9/12,650,650,650,650,3,61,39650
11/8/12,650,650,649.9,650,7,418,271699
11/6/12,650,650,650,650,1,3,1950
11/5/12,650,650,641,650,6,73,47323
11/2/12,650,651,650,651,5,18,11710
11/1/12,650,650,650,650,2,7,4550
10/31/12,650,650,650,650,1,1100,715000
10/30/12,646,646,646,646,4,4,2584
10/26/12,688.8,749,670,670.6,26,1087,736194.7
10/23/12,660,660,660,660,3,34,22440
10/22/12,659.2,659.2,659.2,659.2,1,1,659.2
10/18/12,656,656,656,656,1,1,656
10/16/12,656,657,656,657,2,103,67668
10/15/12,656,656,656,656,1,1,656
10/12/12,685.8,685.9,685.8,685.9,3,26,17832.6
10/4/12,698,698,698,698,1,1,698
10/3/12,650,691,650,650.2,3,202,131341
10/1/12,675,699.8,675,699.8,4,10,6799.6
9/27/12,685,685,685,685,1,50,34250
9/26/12,655,655,640,640,3,252,165030
9/25/12,646.4,675,640,641.6,3,101,64803
9/21/12,655,655,655,655,1,10,6550
9/19/12,650,650,650,650,1,100,65000
9/18/12,660,674.9,655,661.1,12,506,334079.4
9/14/12,675,675,675,675,1,2,1350
9/12/12,640,640,640,640,2,200,128000
9/11/12,645,645,645,645,1,2,1290
9/10/12,684.9,685,684.9,685,3,171,117133
9/7/12,674,674,674,674,1,1,674
9/6/12,635.2,635.2,635.2,635.2,1,500,317600
9/5/12,625.2,625.2,625.2,625.2,2,147,91904.4
9/4/12,658,658,645,645,2,210,136750
9/3/12,648.4,648.4,646,647.6,6,144,93323
8/29/12,647,655,647,655,2,2,1302
8/28/12,655,655.1,655,655,6,121,79256
8/27/12,654.9,655,654.9,654.9,2,15,9823.7
8/24/12,646,646,646,646,1,1,646
8/23/12,654.1,654.1,654.1,654.1,3,12,7849.2
8/21/12,654.9,654.9,654.9,654.9,1,10,6549
8/17/12,649.9,655,649.9,650.1,9,565,367285.5
8/16/12,649.9,649.9,647.9,648,6,66,42792.4
8/15/12,649.9,649.9,642,642,3,11,7141
8/14/12,654,654,653.9,653.9,3,3,1961.8
8/10/12,654,654,654,654,2,510,333540
8/8/12,650,650,650,650,1,1,650
8/3/12,654.9,655.1,654.9,655,7,457,299340.5
8/2/12,655.1,655.1,655,655.1,4,13,8516
7/27/12,650,665,650,661,6,120,78920
7/26/12,655,657,655,655,13,2000,1311765
7/25/12,655,655,655,655,1,1,655
7/24/12,643,657,643,655,9,506,331410
7/23/12,655,655,655,655,1,2,1310
7/18/12,658,658,652,652,5,342,222999.7
7/17/12,658,658,658,658,3,3,1974
7/16/12,654.8,654.8,654.5,654.5,5,8,5236.6
7/13/12,654.8,654.8,652.1,654.1,4,15,9812
7/12/12,654.8,654.8,652,654.6,10,1010,660819.2
7/11/12,654.8,654.8,654.7,654.7,3,29,18986.6
7/10/12,654.5,655,647.6,655,12,518,339280.3
7/9/12,652,652,652,652,1,1,652
7/5/12,659,659,659,659,5,67,44153
7/4/12,660,660,659.9,659.9,5,151,99655
7/2/12,660,660,630.2,654,5,5,3270.2
6/29/12,659,660,641.2,641.2,7,56,36891.2
6/28/12,640,640,640,640,7,430,275200
6/27/12,640,640,640,640,2,30,19200
6/26/12,659,659,640,640,4,55,35270
6/25/12,640.1,659,640,640.2,3,101,64659.1
6/22/12,660,660,658.9,658.9,2,4,2636.7
6/21/12,650,650,650,650,3,33,21450
6/20/12,645,645,645,645,5,304,196080
6/19/12,649.9,650,649.9,649.9,4,22,14298
6/15/12,645,645,645,645,2,38,24510
6/14/12,645,645,645,645,3,4,2580
6/13/12,645,645,645,645,2,151,97395
6/12/12,649.8,649.8,648.9,648.9,4,111,72072.9
6/7/12,649.7,649.7,649.7,649.7,1,1,649.7
6/6/12,650,650,650,650,1,2,1300
6/1/12,650,650,650,650,2,100,65000
5/31/12,620,650,620,650,8,30937,19180970
5/30/12,620,620,620,620,3,682,422840
5/29/12,620.5,620.5,620,620.3,6,482,299031
5/25/12,635,635,621,628,3,201,126235
5/24/12,630,630,630,630,2,34,21420
5/23/12,630,630,621.5,621.5,3,100,62235
5/22/12,640,640,640,640,1,1,640
5/21/12,640,640,620,621.4,3,401,249180
5/18/12,625,626,625,625.2,3,365,228135
5/17/12,640,640,625,632.7,4,21,13293
5/16/12,625,625,625,625,2,530,331250
5/14/12,625,625,625,625,2,1670,1043750
5/11/12,626,630,625,630,6,146,91436
5/10/12,625,625,622,625,9,9451,5906425
5/8/12,622,635,622,633.3,6,7600,4811100
5/4/12,630.1,640,620,640,11,555,354211.1
5/3/12,640,640,640,640,4,20,12800
5/2/12,621,621,620,620.6,6,156,96813.7
4/30/12,621,621,620,620.5,4,212,131540
4/27/12,630,630,630,630,5,186,117180
4/26/12,621,630,621,621.7,5,675,420450
4/25/12,600,627,600,627,4,240,145740
4/24/12,601,601,599.9,600,5,94,56397.2
4/23/12,600,600,600,600,1,100,60000
4/20/12,591,591,591,591,1,3,1773
4/18/12,589.1,589.1,587,588.6,6,654,384922.3
4/16/12,587,587,586.6,586.8,2,200,117360
4/11/12,586,586,586,586,1,100,58600
4/10/12,600,600,600,600,1,100,60000
4/5/12,625,625,625,625,2,10,6250
4/4/12,600,610,575,580.4,12,1400,820670
4/3/12,600,600,600,600,3,5000,3000000
3/29/12,650,650,650,650,1,1,650
3/28/12,601,670,600,600,4,77,46375
3/26/12,599,610,599,603.2,3,650,392100
3/20/12,570,570,570,570,1,1,570
3/19/12,600,601.5,600,600,12,800,480230
3/15/12,610,610,600,603.5,3,72,43450
3/14/12,630,649.9,630,649.5,5,500,322780
3/13/12,649.5,650,649.5,650,4,103,66942.5
3/12/12,620,620,620,620,1,400,248000
3/9/12,620,620,620,620,1,100,62000
3/8/12,600,600,600,600,13,30030,18018000
3/6/12,600,600.3,600,600,12,1800,1080015
3/1/12,599,620,599,620,3,5,3079
2/29/12,599,599,599,599,1,2,1198
2/17/12,540.9,541,540.9,540.9,3,500,270460
2/16/12,599.9,600,599.9,600,2,600,359990
2/14/12,556,556,530,535.3,5,500,271700
2/13/12,558,558,558,558,1,100,55800
2/8/12,570,570,570,570,1,300,171000
2/6/12,600,600,600,600,2,200,120000
2/3/12,600,630,600,608.6,8,1400,852000
1/27/12,550.8,550.8,550.8,550.8,1,100,55080
1/26/12,590,675,590,632.5,2,200,126500
1/25/12,600,600,600,600,14,1600,960000
1/24/12,665,700,600,600,11,1400,878500
1/23/12,671,671,670.5,670.7,2,300,201200
1/19/12,700,700,700,700,1,100,70000
1/10/12,675,675,675,675,1,500,337500
1/6/12,670,670,670,670,1,100,67000
1/3/12,750,750,750,750,1,100,75000
12/30/11,700,700,700,700,2,200,140000
12/29/11,685,685,685,685,1,100,68500
12/23/11,700,700,676,681.8,7,1100,750010
12/15/11,680,680,680,680,1,100,68000
11/28/11,640,640,640,640,1,100,64000
11/24/11,650,680,615,680,7,700,448000
11/4/11,740,740,700,725.3,4,400,290100
10/27/11,700,700,700,700,1,100,70000
10/19/11,740,740,740,740,1,100,74000
10/18/11,741,750,740,745,4,700,523100
10/12/11,751,751,751,751,1,100,75100
9/30/11,800,800,800,800,1,300,240000
9/28/11,800,800,800,800,1,500,400000
9/27/11,800,800,800,800,1,100,80000
9/26/11,800,800,800,800,1,100,80000
9/23/11,800,800,800,800,1,100,80000
9/20/11,800,810,800,805,3,300,241000
9/16/11,800,800,800,800,2,200,160000
9/15/11,805,805,800,802.5,2,200,160500
9/12/11,849.5,849.5,849.5,849.5,1,200,169900
9/7/11,854,854,854,854,1,100,85400
8/24/11,850,850,813.1,813.7,5,500,414120
8/23/11,813,813,813,813,1,100,81300
8/19/11,850,850,850,850,1,500,425000
8/18/11,850,850,850,850,1,500,425000
8/16/11,800,840.9,800,840.9,2,300,244090
8/12/11,800,800,800,800,1,100,80000
8/10/11,820,820,800,800,2,200,162000
8/2/11,800,800,800,800,1,200,160000
8/1/11,800,800,800,800,2,200,160000
7/26/11,700,700,700,700,1,200,140000
7/22/11,700,706,700,702.7,7,800,561600
7/21/11,740,740,740,740,1,10000,7400000
7/20/11,740,740,740,740,7,4900,3626000
7/18/11,767.3,767.3,767.3,767.3,1,1700,1304410
7/15/11,767.3,767.3,767.3,767.3,3,800,613840
7/11/11,801,801,750,767.3,8,1000,767300
7/6/11,825,825,825,825,1,200,165000
6/30/11,830,830,827,828.5,2,200,165700
6/23/11,840,840,840,840,2,500,420000
6/22/11,840,840,840,840,3,500,420000
6/21/11,850,850,840,845,3,300,253500
6/16/11,850,850,850,850,1,100,85000
6/14/11,850,850,850,850,1,100,85000
6/13/11,899.9,994,899.9,943.1,4,1100,1037450
6/6/11,807,811.1,807,811.1,3,300,242910
6/3/11,900,900,851,865.5,6,600,527100
5/25/11,900,900,900,900,1,100,90000
5/9/11,900,900,900,900,2,200,180000
4/29/11,900,945,900,922.5,2,200,184500
4/26/11,752,752,752,752,1,100,75200
4/25/11,750,750,750,750,1,100,75000
4/21/11,795,800,780,780.7,10,1500,1176700
3/31/11,800,800,800,800,2,200,160000
3/29/11,875,875,851,851,2,200,172600
3/28/11,899,900,899,899.5,2,200,179900
3/18/11,860,860,860,860,1,200,172000
3/17/11,800,800,800,800,2,200,160000
3/15/11,750,750,750,750,1,100,75000
3/11/11,750.1,750.1,750,750.1,2,200,150010
3/8/11,810,810,810,810,1,100,81000
3/3/11,900,900,900,900,1,100,90000
2/24/11,900,900,900,900,1,100,90000
2/23/11,880,1000,880,900.2,16,7100,6489000
2/18/11,860,970,860,968.3,32,5800,5348400
2/15/11,756,756,650,650,5,1450400,942801330
2/14/11,800,800,800,800,1,200,160000
2/10/11,762,762,762,762,1,200,152400
2/8/11,750,750,750,750,1,100,75000
1/31/11,745,745,745,745,1,100,74500
1/20/11,775,800,775,780,2,500,390000
12/30/10,720,720,712,713.9,5,1000,716950
12/23/10,700.1,700.1,700.1,700.1,1,400,280040
12/21/10,774,774,774,774,1,100,77400
12/14/10,750,760,750,760,4,900,679000
12/2/10,775,799,775,787,2,200,157400
12/1/10,725,730,725,728,5,2000,1451500
11/24/10,710,725,700,725,6,1400,989550
11/12/10,800,800,800,800,1,100,80000
11/11/10,800,800,800,800,2,1000,800000
11/10/10,800,800,800,800,2,200,160000
11/9/10,850.5,850.5,850,850.3,2,200,170050
11/4/10,850,850,850,850,1,200,170000
10/26/10,826,850,826,850,2,200,167600
10/19/10,850,900,850,884.4,6,900,792500
10/14/10,850,900,850,868.8,2,800,695000
10/13/10,890,900,890,896.7,6,1000,896660
10/12/10,800,900,800,893.3,4,1500,1340000
10/7/10,800,800,800,800,1,100,80000
9/30/10,800,800,800,800,1,100,80000
9/29/10,855,855,855,855,1,100,85500
9/28/10,800,800,800,800,5,700,560000
9/27/10,750,750,750,750,1,500,375000
9/24/10,745,770,745,746.7,4,1500,1120000
9/23/10,700,700,700,700,1,100,70000
9/17/10,700,700,700,700,1,100,70000
9/16/10,700,700,700,700,1,100,70000
9/15/10,700,700,700,700,1,100,70000
9/14/10,700,700,700,700,1,100,70000
9/8/10,699,700,699,699.5,2,200,139900
9/7/10,700,700,700,700,5,1400,980000
9/6/10,700,700,700,700,1,100,70000
9/3/10,700,700,700,700,1,100,70000
8/25/10,700,700,700,700,1,100,70000
8/23/10,710,710,695,698.2,4,1400,977500
8/19/10,748.9,775,748.9,766.3,13,1700,1302780
8/18/10,710,725,700,705.4,8,1100,775690
8/17/10,659.5,660,659.5,660,4,500,329900
8/13/10,605,605,605,605,6,1100,665500
8/11/10,550,550,550,550,1,200,110000
8/10/10,550,550,550,550,2,400,220000
8/9/10,535,535,500.1,500.1,2,200,103510
8/6/10,550,550,550,550,1,100,55000
8/3/10,610,610,610,610,1,100,61000
7/30/10,599.5,599.75,599.5,599.75,2,200,119925
7/28/10,599.75,600,599.75,600,3,300,179975
7/27/10,600,600,600,600,1,100,60000
7/26/10,600,600,600,600,1,200,120000
7/23/10,599.75,605,590,598,6,800,478950
7/20/10,575,585,575,578.25,2,300,173500
7/15/10,574,575,574,575,2,2100,1207400
7/14/10,575,575,575,575,2,1100,632500
7/13/10,576.5,576.5,576.5,576.5,1,100,57650
7/12/10,575,575,575,575,1,100,57500
7/9/10,560,560,560,560,1,100,56000
7/8/10,555.25,555.25,555.25,555.25,1,100,55525
7/2/10,535.25,535.25,535.25,535.25,3,4000,2141000
6/21/10,545.25,545.25,545.25,545.25,1,100,54525
6/16/10,550,550,548.75,549.5,12,3200,1758750
6/11/10,540,540,540,540,4,8400,4536000
6/10/10,540,540,540,540,4,12200,6588000
6/3/10,560,560,550,558,2,500,279000
6/1/10,540,550,540,550,16,22600,12271500
5/24/10,540,540,540,540,4,500,270000
5/20/10,540,540,540,540,1,100,54000
5/14/10,575,575,574,574.75,5,500,287400
5/13/10,530,575,530,562.5,3,700,377500
5/11/10,515,515,515,515,1,100,51500
5/6/10,520,520,520,520,1,100,52000
4/8/10,517.5,550,517.5,539.25,2,300,161750
4/1/10,480.25,480.25,480,480.25,2,200,96025
3/22/10,480,480,480,480,2,200,96000
3/8/10,500,500,500,500,1,100,50000
3/3/10,500,500,495,495,4,400,198500
3/2/10,490,490,490,490,1,100,49000
3/1/10,530,550,500,500,10,1700,893025
2/23/10,449,530,449,530,18,4200,2060925
2/22/10,440,450,440,447.25,4,400,178900
2/17/10,400,400,400,400,2,200,80000
2/9/10,449.75,450,449.75,449.75,6,6000,2699200
1/25/10,376,450,376,449.75,5,1900,840350
1/20/10,448,448,448,448,1,500,224000
1/13/10,440,465,440,450,8,1500,675000
1/12/10,430,440,430,433.25,4,700,302000
1/11/10,430,430,420,420,2,200,85000
1/8/10,420,420,420,420,3,300,126000
1/7/10,419.75,420,419.75,420,2,400,167975
1/6/10,420,420,420,420,1,100,42000
1/5/10,400,415,400,405,3,300,121500
12/30/09,400,400,400,400,1,400,160000
12/29/09,385,385,385,385,3,400,154000
12/28/09,385,385,385,385,1,100,38500
12/24/09,375,377,375,376,6,1500,563500
12/23/09,385,385,380,380,2,200,76500
12/22/09,380,400,380,395,5,2400,927000
12/18/09,380,380,380,380,1,100,38000
12/9/09,365,365,365,365,1,300,109500
11/20/09,350,350,350,350,1,100,35000
11/18/09,350,350,350,350,9,6100,2135000
11/13/09,350,350,350,350,2,300,105000
10/22/09,350,350,350,350,3,3000,1050000
10/21/09,350,350,350,350,5,6000,2100000
9/30/09,350,350,350,350,1,500,175000
9/14/09,350,350,350,350,1,100,35000
9/10/09,325,325,323.25,323.5,4,1600,517550
8/11/09,322,322,322,322,1,100,32200
8/7/09,325,325,324,324.5,2,200,64900
8/4/09,333,333,333,333,3,1000,333000
7/23/09,308,308,308,308,1,200,61600
7/8/09,306,306,306,306,1,200,61200
6/26/09,330,330,329,329.75,4,2600,857400
6/25/09,300.25,310,300,302.25,12,11000,3325700
6/24/09,300.25,300.25,300,300,7,3500,1050125
6/23/09,300,300,300,300,1,100,30000
6/19/09,350,350,350,350,2,200,70000
6/10/09,306,306,306,306,1,200,61200
6/5/09,305,305,305,305,1,100,30500
6/4/09,300,300,300,300,5,700,210000
6/2/09,300,310,300,310,2,2600,805000
5/29/09,300,300,300,300,2,200,60000
5/28/09,300,305,300,301.75,6,700,210500
5/27/09,300,300,300,300,6,1000,300000
5/26/09,300,300,300,300,3,300,90000
5/25/09,300,300,300,300,3,400,120000
5/22/09,300,300,300,300,9,2500,750000
5/21/09,300,308,300,303.5,12,3400,1028300
5/19/09,300,300,300,300,4,400,120000
3/31/09,270,270,270,270,2,1300,351000
3/24/09,275,275,275,275,1,100,27500
3/3/09,275,275,275,275,2,300,82500
2/27/09,281,283,280,280,6,2900,812400
2/26/09,283,283,283,283,1,100,28300
2/17/09,281.25,281.25,281.25,281.25,1,200,56250
2/16/09,280,280,280,280,2,300,84000
2/12/09,280,280,280,280,1,100,28000
1/29/09,285,285,285,285,1,100,28500
1/27/09,295,295,290,291.5,11,4200,1237200
1/16/09,295,295,295,295,1,100,29500
1/15/09,299,299,299,299,1,100,29900
1/13/09,299.75,299.75,299.75,299.75,3,500,149875
1/12/09,300,300,300,300,2,2600,780000
1/9/09,260,293,260,290,11,9100,2651950
12/17/08,260,260,260,260,2,300,78000
11/26/08,260,260,260,260,1,200,52000
11/4/08,328,328,328,328,1,100,32800
11/3/08,295,295,295,295,1,600,177000
10/30/08,255,255,255,255,1,100,25500
10/24/08,272,272,272,272,1,200,54400
10/23/08,272,272,272,272,2,300,81600
10/13/08,290,292,290,290.25,2,600,174200
10/10/08,295,295,292,293,2,300,87900
9/29/08,300.25,300.25,300.25,300.25,1,100,30025
9/23/08,306.25,306.25,306,306.25,2,200,61225
9/22/08,310,310,310,310,1,100,31000
9/19/08,310,310,310,310,4,500,155000
9/11/08,320,320,320,320,1,100,32000
8/26/08,340,340,340,340,1,100,34000
8/22/08,340,340,340,340,1,100,34000
8/20/08,335,335,335,335,2,200,67000
8/15/08,340,340,340,340,1,100,34000
6/24/08,319,319,319,319,1,100,31900
6/20/08,350,350,350,350,2,300,105000
6/19/08,310,310,310,310,2,300,93000
6/13/08,299.75,300,299.75,300,2,600,179950
6/11/08,290.25,290.25,290.25,290.25,1,300,87075
6/3/08,310.5,310.5,310.5,310.5,1,700,217350
6/2/08,311,312,310,310.5,5,1800,559025
5/16/08,345,345,345,345,1,200,69000
5/9/08,329.75,330,329.75,330,3,800,263950
4/25/08,330,335,325,330,8,3100,1021000
4/24/08,325,325,325,325,1,300,97500
4/23/08,325,330,325,328.25,4,1400,457000
4/22/08,325,325,325,325,1,100,32500
4/3/08,306.25,306.25,306.25,306.25,1,100,30625
3/24/08,305,305,305,305,1,200,61000
3/19/08,305,305,305,305,1,100,30500
3/11/08,320,320,320,320,1,100,32000
3/10/08,320,320,320,320,1,200,64000
2/14/08,320,320,320,320,1,100,32000
2/11/08,325,325,325,325,5,7300,2372500
2/7/08,325,325,325,325,1,100,32500
1/10/08,298,298,298,298,1,500,149000
1/9/08,302,302,302,302,3,2100,634200
1/8/08,302,302,302,302,3,1900,573800
1/4/08,302.25,302.25,302.25,302.25,1,1000,302250
12/27/07,302.75,302.75,302.75,302.75,1,600,181650
12/26/07,300,305,300,302.5,2,200,60500
12/18/07,300.25,300.25,300.25,300.25,1,100,30025
12/12/07,300,300,300,300,2,200,60000
12/3/07,300.25,300.25,300.25,300.25,2,500,150125
11/28/07,300,300,300,300,1,300,90000
11/19/07,302,302,302,302,1,2900,875800
11/15/07,302,302,302,302,1,100,30200
11/2/07,302,302,302,302,1,3600,1087200
10/30/07,301,301,301,301,1,200,60200
10/22/07,300,300,300,300,3,500,150000
10/15/07,300,300,300,300,2,300,90000
10/11/07,290,290,290,290,1,200,58000
10/9/07,290,290,290,290,1,100,29000
10/8/07,290,290,290,290,1,200,58000
10/5/07,290,290,290,290,2,400,116000
9/28/07,300.5,300.5,285.25,290.25,2,300,87100
9/27/07,300,300,300,300,3,4100,1230000
9/25/07,300,300,300,300,3,4600,1380000
9/24/07,290,305,290,299.5,8,2144400,696889100
9/21/07,285,285,285,285,1,1000,285000
9/20/07,285,286,285,285.5,2,200,57100
9/19/07,285,285,285,285,1,200,57000
9/18/07,285,285,285,285,1,100,28500
9/17/07,285,285,285,285,3,400,114000
9/14/07,285,285,285,285,6,800,228000
9/13/07,280,280,280,280,2,200,56000
9/12/07,290,290,290,290,1,100,29000
9/5/07,255,255,255,255,1,100,25500
8/31/07,280.25,280.25,280.25,280.25,1,100,28025
8/30/07,281,281,281,281,1,100,28100
8/27/07,284,284,284,284,1,100,28400
8/24/07,280,280,280,280,2,200,56000
8/23/07,275,275,275,275,1,100,27500
8/22/07,275,275,275,275,1,200,55000
8/20/07,271,271,271,271,1,100,27100
8/14/07,270,270,270,270,2,200,54000
8/8/07,270,270,270,270,1,100,27000
7/27/07,261.25,261.25,261.25,261.25,1,200,52250
7/24/07,260,260,260,260,1,100,26000
